Year,Datetime,Stage,Stadium,City,Referee,Assistant1,Assistant2,Host,TournamentGoals,QualifiedTeams,TournamentMatches,Winner
1962,31 May 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,STEINER Carl (AUT),MARINO Esteban (URU),VAN ROSBERG Walter Jose (CUW),Chile,89,16,32,Brazil
1962,31 May 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,HORN Leo (NED),BLAVIER Arthur (BEL),GOLDSTEIN Leo (USA),Chile,89,16,32,Brazil
1962,31 May 1962 - 15:00,Group 2,Nacional,Santiago De Chile,DAVIDSON Bob (SCO),MORGAN Raymond (CAN),VENTRE Luis Antonio (ARG),Chile,89,16,32,Brazil
1962,02 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica,GALBA Karol (TCH),DUSCH Albert (GER),JONNI Cesare (ITA),Chile,89,16,32,Brazil
1962,02 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,SCHWINTE Pierre (FRA),MASSARO Artur (CHI),DIENST Gottfried (SUI),Chile,89,16,32,Brazil
1962,02 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,LATYCHEV Nikolaj (URS),REGINATO Adolfe Molina (CHI),MORGAN Raymond (CAN),Chile,89,16,32,Brazil
1962,02 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile,ASTON Ken (ENG),GOLDSTEIN Leo (USA),BUERGO Fernando (MEX),Chile,89,16,32,Brazil
1962,03 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica,ETZEL FILHO Joao (BRA),DOROGI Andor (HUN),ROBLES Carlos (CHI),Chile,89,16,32,Brazil
1962,03 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,TESANIC Branko (YUG),VICUNA Claudio (CHI),VAN ROSBERG Walter Jose (CUW),Chile,89,16,32,Brazil
1962,03 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,GARDEAZABAL Juan (ESP),DAVIDSON Bob (SCO),SILVA Luis (CHI),Chile,89,16,32,Brazil
1962,03 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile,HORN Leo (NED),LATYCHEV Nikolaj (URS),VENTRE Luis Antonio (ARG),Chile,89,16,32,Brazil
1962,06 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica,JONNI Cesare (ITA),DOROGI Andor (HUN),DUSCH Albert (GER),Chile,89,16,32,Brazil
1962,06 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,BUSTAMANTE Sergio (CHI),MARINO Esteban (URU),SUNDHEIM Jose Antonio (COL),Chile,89,16,32,Brazil
1962,06 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,YAMASAKI MALDONADO Arturo (MEX),BULNES R. (CHI),GARDEAZABAL Juan (ESP),Chile,89,16,32,Brazil
1962,06 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile,DAVIDSON Bob (SCO),ASTON Ken (ENG),HORN Leo (NED),Chile,89,16,32,Brazil
1962,07 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica,ROBLES Carlos (CHI),JONNI Cesare (ITA),GALBA Karol (TCH),Chile,89,16,32,Brazil
1962,07 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,DIENST Gottfried (SUI),TESANIC Branko (YUG),SUNDHEIM Jose Antonio (COL),Chile,89,16,32,Brazil
1962,07 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,BLAVIER Arthur (BEL),REGINATO Adolfe Molina (CHI),BULNES R. (CHI),Chile,89,16,32,Brazil
1962,07 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile,LATYCHEV Nikolaj (URS),DAVIDSON Bob (SCO),RUMENTCHEV Dimitar (BUL),Chile,89,16,32,Brazil
1962,10 Jun 1962 - 14:30,Quarter-finals,Carlos Dittborn,Arica,HORN Leo (NED),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),Chile,89,16,32,Brazil
1962,10 Jun 1962 - 14:30,Quarter-finals,Estadio Sausalito,Vina Del Mar,SCHWINTE Pierre (FRA),DIENST Gottfried (SUI),BUSTAMANTE Sergio (CHI),Chile,89,16,32,Brazil
1962,10 Jun 1962 - 14:30,Quarter-finals,Estadio El Teniente-Codelco,Rancagua,LATYCHEV Nikolaj (URS),BUERGO Fernando (MEX),RUMENTCHEV Dimitar (BUL),Chile,89,16,32,Brazil
1962,10 Jun 1962 - 14:30,Quarter-finals,Nacional,Santiago De Chile,YAMASAKI MALDONADO Arturo (MEX),VENTRE Luis Antonio (ARG),SILVA Jose Antonio (CHI),Chile,89,16,32,Brazil
1962,13 Jun 1962 - 14:30,Semi-finals,Estadio Sausalito,Vina Del Mar,DIENST Gottfried (SUI),STEINER Carl (AUT),JONNI Cesare (ITA),Chile,89,16,32,Brazil
1962,13 Jun 1962 - 14:30,Semi-finals,Nacional,Santiago De Chile,YAMASAKI MALDONADO Arturo (MEX),MARINO Esteban (URU),VENTRE Luis Antonio (ARG),Chile,89,16,32,Brazil
1962,16 Jun 1962 - 14:30,Match for third place,Nacional,Santiago De Chile,GARDEAZABAL Juan (ESP),DUSCH Albert (GER),DOROGI Andor (HUN),Chile,89,16,32,Brazil
1962,17 Jun 1962 - 14:30,Final,Nacional,Santiago De Chile,LATYCHEV Nikolaj (URS),HORN Leo (NED),DAVIDSON Bob (SCO),Chile,89,16,32,Brazil
1966,11 Jul 1966 - 19:30,Group 1,Wembley Stadium,London,ZSOLT Istvan (HUN),BAKHRAMOV Tofik (URS),RUMENTCHEV Dimitar (BUL),England,89,16,32,England
1966,12 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield,PHILLIPS Hugh (SCO),ADAIR John (NIR),LOEOEW Bertil (SWE),England,89,16,32,England
1966,12 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool,TSCHENSCHER Kurt (GER),McCABE George (ENG),TAYLOR John (ENG),England,89,16,32,England
1966,12 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough,GARDEAZABAL Juan (ESP),KANDIL Aly Hussein (EGY),DIENST Gottfried (SUI),England,89,16,32,England
1966,13 Jul 1966 - 19:30,Group 1,Wembley Stadium,London,ASHKENAZI Menachem (ISR),FERNANDES CAMPOS Joaquim (POR),GALBA Karol (TCH),England,89,16,32,England
1966,13 Jul 1966 - 19:30,Group 3,Old Trafford Stadium,Manchester,CALLAGHAN Leo (WAL),HOWLEY Kevin (ENG),CLEMENTS William (ENG),England,89,16,32,England
1966,13 Jul 1966 - 19:30,Group 2,Villa Park,Birmingham,RUMENTCHEV Dimitar (BUL),YAMASAKI MALDONADO Arturo (MEX),ZECEVIC Konstantin (YUG),England,89,16,32,England
1966,13 Jul 1966 - 19:30,Group 4,Roker Park Ground,Sunderland,DIENST Gottfried (SUI),FINNEY Jim (ENG),KREITLEIN Rudolf (GER),England,89,16,32,England
1966,15 Jul 1966 - 19:30,Group 1,White City,London,GALBA Karol (TCH),CALLAGHAN Leo (WAL),MARQUES Armando (BRA),England,89,16,32,England
1966,15 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield,BAKHRAMOV Tofik (URS),ZSOLT Istvan (HUN),PHILLIPS Hugh (SCO),England,89,16,32,England
1966,15 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool,DAGNALL Kenneth (ENG),HOWLEY Kevin (ENG),YAMASAKI MALDONADO Arturo (MEX),England,89,16,32,England
1966,15 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough,KANDIL Aly Hussein (EGY),CRAWFORD William (SCO),FINNEY Jim (ENG),England,89,16,32,England
1966,16 Jul 1966 - 15:00,Group 3,Old Trafford Stadium,Manchester,CODESAL Jose Maria (URU),GOICOECHEA Roberto (ARG),TSCHENSCHER Kurt (GER),England,89,16,32,England
1966,16 Jul 1966 - 15:00,Group 2,Villa Park,Birmingham,ZECEVIC Konstantin (YUG),FERNANDES CAMPOS Joaquim (POR),LOEOEW Bertil (SWE),England,89,16,32,England
1966,16 Jul 1966 - 15:00,Group 4,Roker Park Ground,Sunderland,KREITLEIN Rudolf (GER),CRAWFORD William (SCO),KANDIL Aly Hussein (EGY),England,89,16,32,England
1966,16 Jul 1966 - 19:30,Group 1,Wembley Stadium,London,LO BELLO Concetto (ITA),CHOI Duk Ryong (PRK),ASHKENAZI Menachem (ISR),England,89,16,32,England
1966,19 Jul 1966 - 16:30,Group 1,Wembley Stadium,London,LOEOEW Bertil (SWE),VICUNA Claudio (CHI),LO BELLO Concetto (ITA),England,89,16,32,England
1966,19 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield,FERNANDES CAMPOS Joaquim (POR),ZSOLT Istvan (HUN),BAKHRAMOV Tofik (URS),England,89,16,32,England
1966,19 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool,McCABE George (ENG),CALLAGHAN Leo (WAL),DAGNALL Kenneth (ENG),England,89,16,32,England
1966,19 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough,SCHWINTE Pierre (FRA),ADAIR John (NIR),TAYLOR John (ENG),England,89,16,32,England
1966,20 Jul 1966 - 19:30,Group 1,Wembley Stadium,London,YAMASAKI MALDONADO Arturo (MEX),GALBA Karol (TCH),RUMENTCHEV Dimitar (BUL),England,89,16,32,England
1966,20 Jul 1966 - 19:30,Group 3,Old Trafford Stadium,Manchester,GOICOECHEA Roberto (ARG),GARDEAZABAL Juan (ESP),CODESAL Jose Maria (URU),England,89,16,32,England
1966,20 Jul 1966 - 19:30,Group 2,Villa Park,Birmingham,MARQUES Armando (BRA),VICUNA Claudio (CHI),CHOI Duk Ryong (PRK),England,89,16,32,England
1966,20 Jul 1966 - 19:30,Group 4,Roker Park Ground,Sunderland,ADAIR John (NIR),SCHWINTE Pierre (FRA),CLEMENTS William (ENG),England,89,16,32,England
1966,23 Jul 1966 - 15:00,Quarter-finals,Wembley Stadium,London,KREITLEIN Rudolf (GER),DIENST Gottfried (SUI),ZSOLT Istvan (HUN),England,89,16,32,England
1966,23 Jul 1966 - 15:00,Quarter-finals,Hillsborough,Sheffield,FINNEY Jim (ENG),KANDIL Aly Hussein (EGY),PHILLIPS Hugh (SCO),England,89,16,32,England
1966,23 Jul 1966 - 15:00,Quarter-finals,Roker Park Ground,Sunderland,GARDEAZABAL Juan (ESP),CODESAL Jose Maria (URU),FERNANDES CAMPOS Joaquim (POR),England,89,16,32,England
1966,23 Jul 1966 - 15:00,Quarter-finals,Goodison Park,Liverpool,ASHKENAZI Menachem (ISR),GALBA Karol (TCH),SCHWINTE Pierre (FRA),England,89,16,32,England
1966,25 Jul 1966 - 19:30,Semi-finals,Goodison Park,Liverpool,LO BELLO Concetto (ITA),CODESAL Jose Maria (URU),GARDEAZABAL Juan (ESP),England,89,16,32,England
1966,26 Jul 1966 - 19:30,Semi-finals,Wembley Stadium,London,SCHWINTE Pierre (FRA),YAMASAKI MALDONADO Arturo (MEX),ZECEVIC Konstantin (YUG),England,89,16,32,England
1966,28 Jul 1966 - 19:30,Match for third place,Wembley Stadium,London,DAGNALL Kenneth (ENG),HOWLEY Kevin (ENG),KANDIL Aly Hussein (EGY),England,89,16,32,England
1966,30 Jul 1966 - 15:00,Final,Wembley Stadium,London,DIENST Gottfried (SUI),BAKHRAMOV Tofik (URS),GALBA Karol (TCH),England,89,16,32,England
1970,31 May 1970 - 12:00,Group 1,Estadio Azteca,Mexico City,TSCHENSCHER Kurt (GER),DUNSTAN Keith (BER),TAYLOR John (ENG),Mexico,95,16,32,Brazil
1970,02 Jun 1970 - 16:00,Group 2,Cuauhtemoc,Puebla,DAVIDSON Bob (SCO),SCHEURER Ruedi (SUI),TAREKEGN Seyoum (ETH),Mexico,95,16,32,Brazil
1970,02 Jun 1970 - 16:00,Group 4,Nou Camp - Estadio Le�n,Leon,SBARDELLA Antonio (ITA),AGUILAR ELIZALDE Abel (MEX),MARUYAMA Yoshiyuki (JPN),Mexico,95,16,32,Brazil
1970,02 Jun 1970 - 16:00,Group 3,Jalisco,Guadalajara,LORAUX Vital (BEL),MACHIN Roger (FRA),DE LEO Diego (MEX),Mexico,95,16,32,Brazil
1970,03 Jun 1970 - 16:00,Group 2,Luis Dosal,Toluca,TAYLOR John (ENG),SCHEURER Ruedi (SUI),KANDIL Aly Hussein (EGY),Mexico,95,16,32,Brazil
1970,03 Jun 1970 - 16:00,Group 4,Nou Camp - Estadio Le�n,Leon,VAN RAVENS Laurens (NED),ORTIZ DE MENDIBIL Jose Maria (ESP),VELASQUEZ Guillermo (COL),Mexico,95,16,32,Brazil
1970,03 Jun 1970 - 16:00,Group 3,Jalisco,Guadalajara,BARRETO RUIZ Ramon (URU),KLEIN Abraham (ISR),YAMASAKI MALDONADO Arturo (MEX),Mexico,95,16,32,Brazil
1970,03 Jun 1970 - 16:00,Group 1,Estadio Azteca,Mexico City,RADULESCU Andrei (ROU),GLOECKNER Rudolf (GDR),TSCHENSCHER Kurt (GER),Mexico,95,16,32,Brazil
1970,06 Jun 1970 - 16:00,Group 2,Cuauhtemoc,Puebla,GLOECKNER Rudolf (GDR),TSCHENSCHER Kurt (GER),HORVAT Drago (YUG),Mexico,95,16,32,Brazil
1970,06 Jun 1970 - 16:00,Group 4,Nou Camp - Estadio Le�n,Leon,BAKHRAMOV Tofik (URS),MARUYAMA Yoshiyuki (JPN),SBARDELLA Antonio (ITA),Mexico,95,16,32,Brazil
1970,06 Jun 1970 - 16:00,Group 3,Jalisco,Guadalajara,DE LEO Diego (MEX),EMSBERGER Gyula (HUN),LORAUX Vital (BEL),Mexico,95,16,32,Brazil
1970,06 Jun 1970 - 16:00,Group 1,Estadio Azteca,Mexico City,SCHEURER Ruedi (SUI),LANDAUER Henry (USA),DAVIDSON Bob (SCO),Mexico,95,16,32,Brazil
1970,07 Jun 1970 - 12:00,Group 2,Luis Dosal,Toluca,TAREKEGN Seyoum (ETH),RADULESCU Andrei (ROU),HORVAT Drago (YUG),Mexico,95,16,32,Brazil
1970,07 Jun 1970 - 12:00,Group 4,Nou Camp - Estadio Le�n,Leon,ORTIZ DE MENDIBIL Jose Maria (ESP),VELASQUEZ Guillermo (COL),SALDANHA RIBEIRO Antonio (POR),Mexico,95,16,32,Brazil
1970,07 Jun 1970 - 12:00,Group 3,Jalisco,Guadalajara,KLEIN Abraham (ISR),YAMASAKI MALDONADO Arturo (MEX),MACHIN Roger (FRA),Mexico,95,16,32,Brazil
1970,07 Jun 1970 - 12:00,Group 1,Estadio Azteca,Mexico City,KANDIL Aly Hussein (EGY),DUNSTAN Keith (BER),TAYLOR John (ENG),Mexico,95,16,32,Brazil
1970,10 Jun 1970 - 16:00,Group 2,Cuauhtemoc,Puebla,LANDAUER Henry (USA),TAYLOR John (ENG),RADULESCU Andrei (ROU),Mexico,95,16,32,Brazil
1970,10 Jun 1970 - 16:00,Group 4,Nou Camp - Estadio Le�n,Leon,AGUILAR ELIZALDE Abel (MEX),ORTIZ DE MENDIBIL Jose Maria (ESP),SBARDELLA Antonio (ITA),Mexico,95,16,32,Brazil
1970,10 Jun 1970 - 16:00,Group 3,Jalisco,Guadalajara,MARSCHALL Ferdinand (AUT),BARRETO RUIZ Ramon (URU),LORAUX Vital (BEL),Mexico,95,16,32,Brazil
1970,10 Jun 1970 - 16:00,Group 1,Estadio Azteca,Mexico City,HORMAZABAL DIAZ Rafael (CHI),COEREZZA Norberto Angel (ARG),DE MORAES Ayrton Vieira (BRA),Mexico,95,16,32,Brazil
1970,11 Jun 1970 - 16:00,Group 2,Luis Dosal,Toluca,DE MORAES Ayrton Vieira (BRA),TAREKEGN Seyoum (ETH),TSCHENSCHER Kurt (GER),Mexico,95,16,32,Brazil
1970,11 Jun 1970 - 16:00,Group 4,Nou Camp - Estadio Le�n,Leon,SALDANHA RIBEIRO Antonio (POR),BAKHRAMOV Tofik (URS),VAN RAVENS Laurens (NED),Mexico,95,16,32,Brazil
1970,11 Jun 1970 - 16:00,Group 3,Jalisco,Guadalajara,MACHIN Roger (FRA),EMSBERGER Gyula (HUN),MARSCHALL Ferdinand (AUT),Mexico,95,16,32,Brazil
1970,11 Jun 1970 - 16:00,Group 1,Estadio Azteca,Mexico City,COEREZZA Norberto Angel (ARG),LANDAUER Henry (USA),HORMAZABAL DIAZ Rafael (CHI),Mexico,95,16,32,Brazil
1970,14 Jun 1970 - 12:00,Quarter-finals,Luis Dosal,Toluca,SCHEURER Ruedi (SUI),DUNSTAN Keith (BER),LANDAUER Henry (USA),Mexico,95,16,32,Brazil
1970,14 Jun 1970 - 12:00,Quarter-finals,Nou Camp - Estadio Le�n,Leon,COEREZZA Norberto Angel (ARG),VELASQUEZ Guillermo (COL),ORTIZ DE MENDIBIL Jose Maria (ESP),Mexico,95,16,32,Brazil
1970,14 Jun 1970 - 12:00,Quarter-finals,Jalisco,Guadalajara,LORAUX Vital (BEL),MARSCHALL Ferdinand (AUT),EMSBERGER Gyula (HUN),Mexico,95,16,32,Brazil
1970,14 Jun 1970 - 12:00,Quarter-finals,Estadio Azteca,Mexico City,VAN RAVENS Laurens (NED),DAVIDSON Bob (SCO),GLOECKNER Rudolf (GDR),Mexico,95,16,32,Brazil
1970,17 Jun 1970 - 16:00,Semi-finals,Jalisco,Guadalajara,ORTIZ DE MENDIBIL Jose Maria (ESP),BAKHRAMOV Tofik (URS),MARSCHALL Ferdinand (AUT),Mexico,95,16,32,Brazil
1970,17 June 1970 - 16:00,Semi-finals,Estadio Azteca,Mexico City,YAMASAKI MALDONADO Arturo (MEX),HORMAZABAL DIAZ Rafael (CHI),VELASQUEZ Guillermo (COL),Mexico,95,16,32,Brazil
1970,20 Jun 1970 - 16:00,Match for third place,Estadio Azteca,Mexico City,SBARDELLA Antonio (ITA),MARSCHALL Ferdinand (AUT),AGUILAR ELIZALDE Abel (MEX),Mexico,95,16,32,Brazil
1970,21 Jun 1970 - 12:00,Final,Estadio Azteca,Mexico City,GLOECKNER Rudolf (GDR),SCHEURER Ruedi (SUI),COEREZZA Norberto Angel (ARG),Mexico,95,16,32,Brazil
1974,13 Jun 1974 - 17:00,Group 2,Waldstadion,Frankfurt/Main,SCHEURER Ruedi (SUI),LORAUX Vital (BEL),PESTARINO Luis (ARG),Germany,97,16,38,Germany
1974,14 Jun 1974 - 16:00,Group 1,Olympiastadion,Berlin West,BABACAN Dogan (TUR),TAYLOR John (ENG),WINSEMANN Werner (CAN),Germany,97,16,38,Germany
1974,14 Jun 1974 - 19:30,Group 1,Volksparkstadion,Hamburg,NDIAYE Youssou (SEN),SANCHEZ IBANEZ Pablo (ESP),DELGADO Omar (COL),Germany,97,16,38,Germany
1974,14 Jun 1974 - 19:30,Group 2,Westfalenstadion,Dortmund,SCHULENBURG Gerhard (GER),BOSKOVIC Tony (AUS),WEYLAND Hans Joachim (FRG),Germany,97,16,38,Germany
1974,15 Jun 1974 - 16:00,Group 3,Niedersachsenstadion,Hanover,PALOTAI Karoly (HUN),KAZAKOV Pavel (URS),RAINEA Nicolae (ROU),Germany,97,16,38,Germany
1974,15 Jun 1974 - 16:00,Group 3,Rheinstadion,D�Sseldorf,PEREZ NUNEZ Edison A. (PER),GONZALEZ ARCHUNDIA Alfonso (MEX),SUPPIAH George (SIN),Germany,97,16,38,Germany
1974,15 Jun 1974 - 18:00,Group 4,Olympiastadion,Munich,LLOBREGAT Vicente (VEN),NAMDAR Jafar (IRN),MARQUES Armando (BRA),Germany,97,16,38,Germany
1974,15 Jun 1974 - 18:00,Group 4,Neckarstadion,Stuttgart,THOMAS Clive (WAL),ALDINGER Heinz (GER),DAVIDSON Bob (SCO),Germany,97,16,38,Germany
1974,18 Jun 1974 - 16:00,Group 1,Volksparkstadion,Hamburg,KAMEL Mahmoud (EGY),GONZALEZ ARCHUNDIA Alfonso (MEX),PEREZ NUNEZ Edison A. (PER),Germany,97,16,38,Germany
1974,18 Jun 1974 - 19:30,Group 2,Waldstadion,Frankfurt/Main,VAN GEMERT Arie (NED),PALOTAI Karoly (HUN),LINEMAYR Erich (AUT),Germany,97,16,38,Germany
1974,18 Jun 1974 - 19:30,Group 1,Olympiastadion,Berlin West,ANGONESE Aurelio (ITA),SCHEURER Ruedi (SUI),DAVIDSON Bob (SCO),Germany,97,16,38,Germany
1974,18 Jun 1974 - 19:30,Group 2,Parkstadion,Gelsenkirchen,DELGADO Omar (COL),LLOBREGAT Vicente (VEN),BARRETO RUIZ Ramon (URU),Germany,97,16,38,Germany
1974,19 Jun 1974 - 19:30,Group 3,Westfalenstadion,Dortmund,WINSEMANN Werner (CAN),TSCHENSCHER Kurt (GER),THOMAS Clive (WAL),Germany,97,16,38,Germany
1974,19 Jun 1974 - 19:30,Group 3,Niedersachsenstadion,Hanover,TAYLOR John (ENG),BABACAN Dogan (TUR),OHMSEN Klaus (GER),Germany,97,16,38,Germany
1974,19 Jun 1974 - 19:30,Group 4,Olympiastadion,Munich,SUPPIAH George (SIN),BIWERSI Ferdinand (GER),ESCHWEILER Walter (GER),Germany,97,16,38,Germany
1974,19 Jun 1974 - 19:30,Group 4,Neckarstadion,Stuttgart,KAZAKOV Pavel (URS),GLOECKNER Rudolf (GDR),RAINEA Nicolae (ROU),Germany,97,16,38,Germany
1974,22 Jun 1974 - 16:00,Group 2,Waldstadion,Frankfurt/Main,GONZALEZ ARCHUNDIA Alfonso (MEX),GLOECKNER Rudolf (GDR),TSCHENSCHER Kurt (GER),Germany,97,16,38,Germany
1974,22 Jun 1974 - 16:00,Group 1,Olympiastadion,Berlin West,NAMDAR Jafar (IRN),LORAUX Vital (BEL),VAN GEMERT Arie (NED),Germany,97,16,38,Germany
1974,22 Jun 1974 - 16:00,Group 2,Parkstadion,Gelsenkirchen,RAINEA Nicolae (ROU),ANGONESE Aurelio (ITA),OHMSEN Klaus (GER),Germany,97,16,38,Germany
1974,22 June 1974 - 19:30,Group 1,Volksparkstadion,Hamburg,BARRETO RUIZ Ramon (URU),MARQUES Armando (BRA),PESTARINO Luis (ARG),Germany,97,16,38,Germany
1974,23 Jun 1974 - 16:00,Group 3,Westfalenstadion,Dortmund,BOSKOVIC Tony (AUS),BIWERSI Ferdinand (GER),ESCHWEILER Walter (GER),Germany,97,16,38,Germany
1974,23 Jun 1974 - 16:00,Group 4,Olympiastadion,Munich,SANCHEZ IBANEZ Pablo (ESP),KAMEL Mahmoud (EGY),NDIAYE Birame (SEN),Germany,97,16,38,Germany
1974,23 Jun 1974 - 16:00,Group 3,Rheinstadion,D�Sseldorf,LINEMAYR Erich (AUT),LLOBREGAT Vicente (VEN),ALDINGER Heinz (GER),Germany,97,16,38,Germany
1974,23 Jun 1974 - 16:00,Group 4,Neckarstadion,Stuttgart,WEYLAND Hans Joachim (FRG),WINSEMANN Werner (CAN),SCHULENBURG Gerhard (GER),Germany,97,16,38,Germany
1974,26 Jun 1974 - 16:00,Group B,Rheinstadion,D�Sseldorf,MARQUES Armando (BRA),ANGONESE Aurelio (ITA),PEREZ NUNEZ Edison A. (PER),Germany,97,16,38,Germany
1974,26 Jun 1974 - 19:30,Group A,Niedersachsenstadion,Hanover,THOMAS Clive (WAL),BABACAN Dogan (TUR),BOSKOVIC Tony (AUS),Germany,97,16,38,Germany
1974,26 Jun 1974 - 19:30,Group A,Parkstadion,Gelsenkirchen,DAVIDSON Bob (SCO),TSCHENSCHER Kurt (GER),KAZAKOV Pavel (URS),Germany,97,16,38,Germany
1974,26 Jun 1974 - 19:30,Group B,Neckarstadion,Stuttgart,BARRETO RUIZ Ramon (URU),GONZALEZ ARCHUNDIA Alfonso (MEX),PESTARINO Luis (ARG),Germany,97,16,38,Germany
1974,30 Jun 1974 - 16:00,Group A,Niedersachsenstadion,Hanover,LORAUX Vital (BEL),NDIAYE Birame (SEN),TAYLOR John (ENG),Germany,97,16,38,Germany
1974,30 Jun 1974 - 16:00,Group B,Waldstadion,Frankfurt/Main,GLOECKNER Rudolf (GDR),MARQUES Armando (BRA),WINSEMANN Werner (CAN),Germany,97,16,38,Germany
1974,30 Jun 1974 - 16:00,Group A,Parkstadion,Gelsenkirchen,SCHEURER Ruedi (SUI),LINEMAYR Erich (AUT),DELGADO Omar (COL),Germany,97,16,38,Germany
1974,30 Jun 1974 - 19:30,Group B,Rheinstadion,D�Sseldorf,KAZAKOV Pavel (URS),RAINEA Nicolae (ROU),SANCHEZ IBANEZ Pablo (ESP),Germany,97,16,38,Germany
1974,03 Jul 1974 - 17:00,Group B,Waldstadion,Frankfurt/Main,LINEMAYR Erich (AUT),PALOTAI Karoly (HUN),SCHEURER Ruedi (SUI),Germany,97,16,38,Germany
1974,03 Jul 1974 - 19:30,Group A,Westfalenstadion,Dortmund,TSCHENSCHER Kurt (GER),DAVIDSON Bob (SCO),SUPPIAH George (SIN),Germany,97,16,38,Germany
1974,03 Jul 1974 - 19:30,Group A,Parkstadion,Gelsenkirchen,TAYLOR John (ENG),KAMEL Mahmoud (EGY),THOMAS Clive (WAL),Germany,97,16,38,Germany
1974,03 Jul 1974 - 19:30,Group B,Rheinstadion,D�Sseldorf,PESTARINO Luis (ARG),BARRETO RUIZ Ramon (URU),LLOBREGAT Vicente (VEN),Germany,97,16,38,Germany
1974,06 Jul 1974 - 16:00,Match for third place,Olympiastadion,Munich,ANGONESE Aurelio (ITA),NAMDAR Jafar (IRN),NDIAYE Birame (SEN),Germany,97,16,38,Germany
1974,07 July 1974 - 16:00,Final,Olympiastadion,Munich,TAYLOR John (ENG),GONZALEZ ARCHUNDIA Alfonso (MEX),BARRETO RUIZ Ramon (URU),Germany,97,16,38,Germany
1978,01 Jun 1978 - 15:00,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,COEREZZA Norberto Angel (ARG),ITHURRALDE Arturo Andres (ARG),COMESANA Miguel (ARG),Argentina,102,16,38,Argentina
1978,02 Jun 1978 - 13:45,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata,RAINEA Nicolae (ROU),LINEMAYR Erich (AUT),SILVAGNO CAVANNA Juan (CHI),Argentina,102,16,38,Argentina
1978,02 Jun 1978 - 16:45,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario,GORDON John (SCO),DUBACH Jean (SUI),GONELLA Sergio (ITA),Argentina,102,16,38,Argentina
1978,02 Jun 1978 - 19:15,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires,GARRIDO Antonio (POR),NDIAYE Youssou (SEN),PARTRIDGE Pat (ENG),Argentina,102,16,38,Argentina
1978,03 Jun 1978 - 13:45,Group 3,Estadio Jos� Mar�a Minella,Mar Del Plata,THOMAS Clive (WAL),JARGUZ Alojzy (POL),NAMDAR Jafar (IRN),Argentina,102,16,38,Argentina
1978,03 Jun 1978 - 13:45,Group 3,Jose Amalfitani,Buenos Aires,PALOTAI Karoly (HUN),BARRETO RUIZ Ramon (URU),IVANOV Anatoly (URS),Argentina,102,16,38,Argentina
1978,03 Jun 1978 - 16:45,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba,ERIKSSON Ulf (SWE),GEBREYESUS DIFUE Tesfaye (ERI),MARTINEZ Angel (ESP),Argentina,102,16,38,Argentina
1978,03 Jun 1978 - 16:45,Group 4,San Martin,Mendoza,GONZALEZ ARCHUNDIA Alfonso (MEX),WURTZ Robert (FRA),COMESANA Miguel (ARG),Argentina,102,16,38,Argentina
1978,06 Jun 1978 - 13:45,Group 1,Estadio Jos� Mar�a Minella,Mar Del Plata,BARRETO RUIZ Ramon (URU),BIWERSI Ferdinand (GER),GORDON John (SCO),Argentina,102,16,38,Argentina
